track_id,artist,album,track_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
0b7UwotRCrS7qBoLDjfvSY,Lil Baby,U-Digg (feat. 42 Dugg & Veeze),U-Digg (feat. 42 Dugg & Veeze),0.824,0.583,1,-6.537,1,0.147,0,0.266,0.154,147.496,235501,4,atl hip hop
1vrFJDrysqmsNAgyjBzx4f,Hitkidd,F.N.F. (Let's Go),F.N.F. (Let's Go),0.864,0.476,1,-10.068,1,0.436,0,0.374,0.647,157.144,137580,4,memphis hip hop
5QvW5lK6mkfTegpAK9JOO7,Fivio Foreign,Paris to Tokyo,Paris to Tokyo,0.642,0.787,5,-6.389,0,0.17,0,0.288,0.406,146.733,130897,4,brooklyn drill
5ie5OPdaP9fivYaKcjwKF1,Rod Wave,Beautiful Mind,Alone,0.596,0.545,3,-6.911,0,0.0368,0,0.0811,0.0923,82.07,191159,4,florida rap
51tMT5eSEaUo40GcSjTZZt,NAV,Wrong Decisions,Wrong Decisions,0.83,0.581,6,-7.647,1,0.266,0,0.144,0.305,120.045,179826,4,canadian hip hop
06JvOZ39sK8D8SqiqfaxDU,Kanye West,True Love,True Love,0.712,0.861,5,-5.487,0,0.25,6.09e-06,0.511,0.388,84.042,148571,4,chicago rap
5HN3ikspb1MOyJ0MMjn55I,Southside,Save Me (feat. Lil Durk),Save Me (feat. Lil Durk),0.779,0.508,1,-9.505,1,0.349,0,0.122,0.385,159.994,173987,4,atl hip hop
0oPpchtgx4hZ2J246g5mqn,YoungBoy Never Broke Again,The Last Slimeto,Home Ain't Home (feat. Rod Wave),0.773,0.602,0,-6.777,1,0.173,0,0.125,0.553,82.055,141166,4,baton rouge rap
3HGnIIdHYIbkowzLk8UHbE,Ingrid Andress,Wishful Drinking (with Sam Hunt),Wishful Drinking (with Sam Hunt),0.678,0.528,10,-7.317,1,0.0551,0,0.0734,0.614,79.018,194545,4,contemporary country
5nWsaKPbHG8UpBqkaBJGrE,Kenny Chesney,Beer With My Friends,Beer With My Friends,0.627,0.926,9,-2.134,1,0.0479,0,0.29,0.713,109.992,180960,4,contemporary country
28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,0.608,0.745,1,-4.13,1,0.0277,6.47e-06,0.0942,0.464,102.025,224427,4,contemporary country
4qbibbQ1yK0rPl0JUJS0bz,Maddie & Tae,Every Night Every Morning,Every Night Every Morning,0.618,0.75,7,-4.608,1,0.0287,0,0.141,0.619,123.885,196890,4,contemporary country
3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Something in the Orange,0.369,0.192,4,-12.151,0,0.04,8.35e-06,0.0954,0.148,175.212,228013,3,oklahoma country
16Sdmdt7jpibASwEsO0s9j,Elle King,Worth A Shot (feat. Dierks Bentley),Worth A Shot (feat. Dierks Bentley),0.554,0.809,0,-4.893,1,0.039,0.00156,0.111,0.462,159.989,211933,4,modern blues rock
3DUVwg2lfRKphwNtYE7S85,Kameron Marlowe,Girl On Fire,Girl On Fire,0.591,0.758,2,-5.4,1,0.0719,0,0.179,0.412,82.008,173011,4,contemporary country
200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,0.607,0.912,8,-3.449,1,0.0611,0,0.332,0.722,134.944,206107,4,contemporary country
5ZCjp56T8J6d7amJyFSzrI,Lainey Wilson,Heart Like A Truck,Heart Like A Truck,0.587,0.632,9,-5.416,1,0.0311,1.01e-05,0.158,0.392,139.974,199040,4,contemporary country
25VQoiuyc0HkC5FQTj1a8G,Jelly Roll,Ballads Of The Broken,Son Of A Sinner,0.365,0.541,7,-7.489,1,0.0304,2.25e-06,0.281,0.329,86.041,232093,4,country rap
5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,You Proof,You Proof,0.731,0.85,9,-4.913,1,0.0336,0,0.605,0.644,119.706,157478,4,contemporary country
2kEhQe0BVtY8IIaFE5ALA0,MacKenzie Porter,Pickup,Pickup,0.614,0.837,1,-3.967,1,0.0255,2.49e-05,0.115,0.862,96.977,168448,5,alberta country
1tRxwf8Q0AcshfHuaD86Yt,Luke Bryan,Country On,Country On,0.52,0.751,5,-5.064,1,0.0551,7.4e-06,0.0624,0.519,156.044,236456,4,contemporary country
6AqwH2Y9FJwhUE2dCSkw1u,Tyler Hubbard,5 Foot 9,5 Foot 9,0.602,0.796,5,-5.609,1,0.0465,0,0.125,0.53,106.005,189780,4,unknown
5OLaVCAM2pqg7X9mAM2W8M,Carly Pearce,29: Written In Stone,What He Didn't Do,0.628,0.632,9,-5.932,1,0.0325,0,0.288,0.559,137.854,191227,4,contemporary country
3j1xkzTW8owIphkWV51V9s,Kane Brown,Like I Love Country Music,Like I Love Country Music,0.542,0.82,8,-6.073,1,0.0432,0.000136,0.0561,0.702,124.85,234341,4,black americana
6HBRLaSQ7NB8MNlaqzYen1,Jordan Davis,What My World Spins Around,What My World Spins Around,0.675,0.726,2,-6.459,1,0.0461,0,0.153,0.671,124.872,186791,4,contemporary country
5U4iPIXYJ5h6H7zJhx6VVF,Kassi Ashton,Dates In Pickup Trucks,Dates In Pickup Trucks,0.453,0.842,11,-3.156,0,0.394,0,0.186,0.644,170.166,165520,4,country pop
3CC2sCo30DhwOwGI4NN30I,Conner Smith,Take It Slow,Take It Slow,0.594,0.838,5,-3.768,1,0.0323,0,0.126,0.524,116.012,162587,4,contemporary country
0ODaBMQ3tbTefbmbMWTwdT,Danielle Bradbery,Stop Draggin' Your Boots,Stop Draggin' Your Boots,0.463,0.76,2,-5.958,1,0.11,0,0.115,0.65,123.899,164347,4,contemporary country
7qox7CiK5Kf25oBxCA0rY5,Brett Eldredge,Songs About You,Songs About You,0.649,0.558,8,-4.863,1,0.0253,0,0.172,0.635,89.988,202387,4,contemporary country
6iai8D40xiwuktWrxcInt1,Jimmie Allen,down home,down home,0.584,0.821,9,-3.628,1,0.0305,0,0.196,0.571,146.0,201733,4,black americana
0pnKcAh5binHOP9HexWwnZ,Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),Dancin' In The Moonlight (feat. Lauren Alaina),0.589,0.829,8,-4.861,0,0.0332,0,0.128,0.563,121.998,199000,4,contemporary country
4RG7P0CXQ4pe0OeCAHjX5L,Corey Kent,Wild as Her,Wild as Her,0.504,0.736,0,-6.079,1,0.0352,0,0.129,0.46,148.014,199733,4,contemporary country
2xPV95cfbyusygMTxpa3SW,Dan + Shay,Good Things,You,0.544,0.572,0,-6.205,1,0.0319,0,0.234,0.52,169.885,196253,4,contemporary country
4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,0.582,0.568,1,-7.3,1,0.0275,0,0.105,0.394,121.991,207541,3,contemporary country
6F7UOC6fPWOkPqybOWBHSv,Miranda Lambert,If I Was a Cowboy,If I Was a Cowboy,0.575,0.644,6,-5.68,0,0.0309,0,0.131,0.626,80.07,195013,4,contemporary country
6VVqPBFZIbcmv14zNfOc13,Russell Dickerson,She Likes It (feat. Jake Scott),She Likes It (feat. Jake Scott),0.79,0.325,4,-11.689,1,0.127,0,0.155,0.539,126.877,163311,4,contemporary country
3rvEUrjnl3eXXmKiKLkzRN,Priscilla Block,My Bar,My Bar,0.615,0.782,11,-3.386,1,0.0331,0,0.189,0.562,96.97,193053,4,contemporary country
6kCFt2ATuMIE5H9zVEJXei,Jason Aldean,MACON,That's What Tequila Does,0.522,0.801,5,-5.424,1,0.1,0,0.301,0.491,155.928,189307,3,contemporary country
6Tm4Io4ct4w14nB1EUzsY3,Nate Smith,Whiskey On You,Whiskey On You,0.479,0.768,8,-5.204,1,0.0312,0.00549,0.121,0.576,110.024,183790,4,contemporary country
5HVc3YeNKDFomPhXBKE90U,Maren Morris,Humble Quest,Good Friends,0.628,0.517,10,-7.031,1,0.0596,1.27e-06,0.104,0.295,79.029,208067,4,contemporary country
3SeeaIXnrCfT88vHVCRWHl,Jon Pardi,Last Night Lonely,Last Night Lonely,0.646,0.816,6,-2.65,1,0.0269,0,0.179,0.865,102.972,181991,4,contemporary country
2s4arq5gE02rBGtGrn2PKj,Alana Springsteen,Me Myself and Why,Me Myself and Why,0.538,0.832,4,-5.24,1,0.0549,0,0.144,0.191,106.077,213067,4,contemporary country
1pbUfl4W9KtQ5hNkT6RiXp,Zac Brown Band,Out in the Middle,Out In The Middle,0.516,0.867,1,-3.139,1,0.0328,0,0.106,0.615,166.031,166301,4,contemporary country
11kskoMyNDumaR30CI6rRv,Thomas Rhett,Where We Started,Half Of Me,0.575,0.842,7,-5.058,1,0.0348,0,0.279,0.665,111.995,183027,4,contemporary country
3zAOcNGOFq5Q1OsN0tcxA0,Hailey Whitters,Everything She Ain’t,Everything She Ain’t,0.796,0.621,2,-6.129,1,0.0346,0,0.274,0.808,121.904,151973,4,contemporary country
2ccuOtUjIyx3tPcsnpeBzJ,ERNEST,Flower Shops (feat. Morgan Wallen),Flower Shops (feat. Morgan Wallen),0.527,0.461,7,-5.908,1,0.0269,0,0.0831,0.227,128.153,214405,3,contemporary country
20WKHeDTmtU0Zj4sNB8aoA,Justin Moore,With A Woman You Love,With A Woman You Love,0.611,0.756,7,-4.483,1,0.0288,0,0.378,0.596,106.012,167376,4,arkansas country
3YaycOQk7PoQpl7YdvmWdX,Old Dominion,"Time, Tequila & Therapy",No Hard Feelings,0.636,0.866,4,-5.796,1,0.0553,5.42e-06,0.371,0.963,85.004,191360,4,contemporary country
1S55d7hhptRt8PS6nC1fSY,Kelsea Ballerini,HEARTFIRST,HEARTFIRST,0.662,0.855,0,-3.742,1,0.0457,0,0.228,0.84,120.079,187017,4,contemporary country
5GZpFMMargJUqhbLoI94Tz,Midland,Longneck Way To Go,Longneck Way To Go,0.485,0.883,5,-4.906,1,0.0403,6.38e-06,0.37,0.604,129.021,188400,4,neo-traditional country
1vscizuuPwkwC1cc5N5KQV,Jackson Dean,Jackson Dean,Don’t Come Lookin’,0.529,0.858,9,-6.015,1,0.0536,2.91e-05,0.345,0.676,156.129,187957,4,unknown
7xNYZeFtrB05pi9tc6lEeb,Gabby Barrett,Pick Me Up,Pick Me Up,0.472,0.701,2,-4.563,1,0.0369,0,0.107,0.515,79.805,169440,4,contemporary country
106WZMD4t61E3WIBPtXTDK,Drew Green,Good Ol' Man,Good Ol' Man,0.594,0.484,6,-7.093,1,0.0299,0,0.0878,0.281,168.006,202178,4,contemporary country
2FGOg7uYBfnspkPOISXTFY,Carrie Underwood,Ghost Story,Ghost Story,0.479,0.742,7,-5.587,1,0.0539,0.000834,0.278,0.454,142.909,181400,3,contemporary country
4232gJU5ljjFmKaPh0cKds,Ashley Cooke,Already Drank That Beer,Never Til Now (feat. Brett Young),0.382,0.408,10,-7.552,1,0.0407,0,0.127,0.128,77.063,173534,4,contemporary country
4q9NEq8kUmSZwtNsxL2KJN,Dylan Scott,Can't Have Mine (Find You A Girl),Can't Have Mine (Find You A Girl),0.663,0.502,5,-7.07,1,0.0285,0,0.105,0.371,143.969,183087,4,contemporary country
3vCUelLOtiuNF78p9LNWZF,Lee Brice,Hey World,Soul,0.789,0.642,11,-8.304,1,0.0352,0,0.0985,0.755,121.003,167680,4,contemporary country
5kFLWyiAXjYrecLHnR7bTk,Eli Young Band,Love Talking,Love Talking,0.557,0.821,3,-4.989,1,0.0339,0,0.296,0.471,107.964,173131,4,contemporary country
1ga4PztXOIw1yBbdUt2X8v,KAROL G,GATÚBELA,GATÚBELA,0.627,0.858,11,-2.824,0,0.386,0,0.21,0.342,92.523,209160,4,latin
1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,0.65,0.715,5,-5.198,0,0.253,0.000291,0.126,0.187,106.672,243717,4,latin
5fhcuVxuBWfgNXGuyAtLmr,Piso 21,Los Cachos,Los Cachos,0.774,0.73,0,-3.865,1,0.134,0,0.194,0.421,91.966,212304,4,colombian pop
2oNSHvGBGZIrZouRAA1eaX,Anitta,El Que Espera,El Que Espera,0.825,0.758,9,-1.73,0,0.238,0,0.0661,0.828,176.059,170397,4,funk carioca
79HZAZNnOE97rb2hnI0XQr,Rauw Alejandro,LOKERA,LOKERA,0.834,0.828,11,-2.657,0,0.0452,5.91e-06,0.103,0.58,102.019,195294,4,puerto rican pop
3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,cómo dormiste?,0.627,0.429,1,-8.255,1,0.234,0,0.122,0.565,126.426,112572,5,r&b en espanol
5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,0.801,0.475,7,-8.797,0,0.0516,1.73e-05,0.0639,0.234,98.047,213061,4,latin
6wtZPYBIXUvCpXwVjMCJBf,Polimá Westcoast,ULTRA SOLO REMIX,ULTRA SOLO REMIX,0.909,0.824,1,-4.627,1,0.0797,0.00387,0.0638,0.585,109.97,322347,4,trap chileno
02jLfqc9gMo8PkHEGHY3OT,Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,0.743,0.576,8,-3.552,0,0.076,5.87e-05,0.128,0.455,171.945,191573,4,colombian pop
2rurDawMfoKP4uHyb2kJBt,Shakira,Te Felicito,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0,0.081,0.575,174.14,172235,4,colombian pop
7gwT3HGL84vF7bgtwL1N88,Lasso,Ojos Marrones,Ojos Marrones,0.809,0.649,8,-4.433,0,0.0416,0,0.145,0.72,120.014,198520,4,latin
6DoL1yYIwEW7VZMRaJhoJI,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),0.795,0.845,9,-3.809,0,0.135,1.14e-05,0.172,0.769,170.023,254920,4,latin
7dMTCS9BLzBqYTlAuHP8TM,Danna Paola,XT4S1S,XT4S1S,0.797,0.677,9,-4.163,0,0.0857,0,0.441,0.919,130.034,219320,4,latin
77l75UICfUZK5k0G7WRGqg,Tiago PZK,Traductor,Traductor,0.845,0.776,11,-3.098,0,0.0488,0.0321,0.0684,0.528,105.018,222857,4,trap argentino
7d7aPD2oxuzjhOZnu4Dj23,Natti Natasha,Mayor Que Usted,Mayor Que Usted,0.625,0.839,6,-4.824,0,0.0927,2.35e-05,0.464,0.771,184.08,233520,4,latin
1ri9ZUkBJVFUdgwzCnfcYs,Becky G,MAMIII,MAMIII,0.843,0.7,4,-3.563,0,0.0803,0,0.14,0.899,93.991,226088,4,latin
1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,0.87,0.548,10,-5.253,0,0.077,4.6e-05,0.0534,0.832,96.018,153750,4,mambo chileno
6N7LquYjc3c53qr4PSJbi5,Paulo Londra,Noche de Novela (feat. Ed Sheeran),Noche de Novela (feat. Ed Sheeran),0.522,0.585,7,-7.205,1,0.129,0,0.0909,0.411,97.99,191896,4,argentine hip hop
2z9YkcLojiOE7Eu2p9lPZR,Feid,Normal,Normal,0.712,0.557,4,-4.861,0,0.115,0,0.27,0.594,170.079,171987,4,colombian pop
6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,0.704,0.756,0,-4.948,1,0.448,3.75e-06,0.0852,0.461,121.737,141340,3,reggaeton
3AbNNvo2OmyeDMvRBgf9vk,TINI,La Loto,La Loto,0.855,0.83,1,-2.815,1,0.106,1.31e-06,0.08,0.775,90.009,190667,4,latin pop
3SlKme42qm1vWrkl3BrZmm,Maluma,Nos Comemos Vivos,Nos Comemos Vivos,0.822,0.719,10,-3.633,0,0.0576,2.48e-05,0.174,0.659,82.01,225366,4,latin
4IsO1J5LSrVwkQOIEdZ417,Nicky Jam,Sin Novia,Sin Novia,0.747,0.752,11,-5.324,1,0.0417,0,0.128,0.512,106.97,188411,4,latin
2IzV2SPZQLadtA46ni3ICq,Zion & Lennox,Berlin,Berlin,0.796,0.766,1,-4.237,1,0.0422,1.53e-06,0.164,0.846,121.008,246062,4,latin
0hzC5kZ6qKZJ9ybyW75VV8,Chris Lebron,Desde Mis Ojos (Remix),Desde Mis Ojos - Remix,0.673,0.56,1,-5.191,1,0.182,0,0.293,0.656,93.978,223564,4,dominican pop
2pR6bipXfJySBhje19SW02,Stars Music Chile,Marisola,Marisola,0.806,0.85,1,-4.84,1,0.0967,0,0.201,0.728,95.014,184421,4,unknown
7kN7u1ZDOrNBKcEEGwGeDY,Jay Wheeler,Suelta,Suelta,0.859,0.553,9,-5.726,0,0.0456,0.00011,0.109,0.338,122.048,243934,4,latin
4hceSKjrkDTO0nMKFcb3sj,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",0.82,0.752,1,-7.635,0,0.0648,0.00417,0.628,0.423,127.999,187500,4,argentine hip hop
3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,Envolver,0.812,0.736,4,-5.421,0,0.0833,0.00254,0.0914,0.396,91.993,193806,4,funk carioca
1UdzJEpgJxtuXAlCOvD4S0,Danny Ocean,@dannocean,Fuera del mercado,0.453,0.673,8,-5.649,1,0.144,0,0.131,0.266,92.06,159849,4,latin
6bTVP50bbtMtD6RGe2cUoQ,Duki,GIVENCHY,GIVENCHY,0.607,0.619,8,-6.726,1,0.396,0,0.231,0.377,102.974,182611,3,argentine hip hop
1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,OJALÁ,0.798,0.629,1,-4.393,0,0.0729,5.06e-06,0.103,0.362,92.018,160482,4,latin pop
0vHfVsEe6Ps0d8cZ9PGzSw,De La Ghetto,Loco Por Perrearte (Remix),Loco Por Perrearte - Remix,0.848,0.673,11,-4.034,0,0.058,0.00652,0.102,0.39,93.987,199149,4,latin
4RtPruLRZbyirtJGqYHPQm,Duki,Antes de Perderte,Antes de Perderte,0.812,0.925,5,-3.092,0,0.113,0,0.115,0.614,110.031,176727,4,argentine hip hop
7k3qWn8D43a5ISa3x8lJux,Anuel AA,¿Qué Nos Pasó?,¿Qué Nos Pasó?,0.703,0.694,3,-4.808,0,0.0607,5.8e-06,0.12,0.298,95.0,245739,4,latin
